uid,day,f1_time_spent,f2_distraction,f3_restlessness,f4_anxiety,f5_sleep_irregularity
U0048,1,0.3772287865837406,0.2510037631297691,0.7313454509848083,0.2710411919451767,0.7809318874196416
U0048,2,0.4032562802808532,0.26387879006143306,0.8135356784887767,0.2148219022941605,0.7129959569615968
U0048,3,0.42084993702330625,0.308396285125443,0.7421850431418383,0.30180501526656284,0.7528930115638047
U0048,4,0.3795733815388276,0.2202792283408689,0.7688824075466036,0.2225512279665191,0.7524383052830108
U0048,5,0.44750395076152283,0.24079658821385888,0.789420284239317,0.2135636953082078,0.733982726960496
U0049,1,0.7577856792135526,1.0,1.0,1.0,0.011799535181831156
U0049,2,0.805761473494701,0.990726506073925,1.0,0.9954259049085837,0.021243260300657714
U0049,3,0.8287010695038376,0.9764203161847615,0.9600630113932667,0.9449138388069012,0.01523973980737631
U0049,4,0.7668990018147839,0.9354132822114255,1.0,1.0,0.0
U0049,5,0.8251547232335493,1.0,0.9970333104042657,1.0,0.0
U0050,1,0.5920532301876846,0.0,0.2097863081983023,0.9679093578873301,0.689362615740738
U0050,2,0.539409518298233,0.0,0.23939205546766146,0.9515160744678202,0.7051149170512129
U0050,3,0.5182456041794993,0.0,0.2489463290757305,0.9159957914682253,0.6554876089587003
U0050,4,0.5158907939871633,0.0,0.15191870360732798,0.888848612901213,0.6202306020189172
U0050,5,0.490232730109345,0.0,0.07092773277517349,0.8556041143642269,0.5383518638442183
U0051,1,0.4087980794240051,0.21370915771476678,0.2679978618998861,1.0,0.7865628555509195
U0051,2,0.3935967138720938,0.29472178410549854,0.25446002371606335,0.9898874208664589,0.7315979200937718
U0051,3,0.39092590940535615,0.23835469544376314,0.2551124866712646,1.0,0.7500913806046025
U0051,4,0.4131081450923905,0.2857193882435902,0.2784866240632397,0.9554530609465028,0.6733823659529413
U0051,5,0.4280295973371782,0.20899363904753737,0.24325703794321948,0.9648966092182192,0.6959405868725994
U0052,1,0.8013593052917813,0.7478659520237663,0.474103285782931,0.46977058884895756,0.7132530558101059
U0052,2,0.7495442061369003,0.7258930067851189,0.42610679456821265,0.4532653689062736,0.6664410571540357
U0052,3,0.6951768130087344,0.6740718300853313,0.36619525975118505,0.48681675849848155,0.639208201352693
U0052,4,0.6987973446203035,0.6850465316545059,0.37411283983748506,0.3309190903136585,0.6366516271962599
U0052,5,0.6487553885977164,0.5567087947422399,0.38354669677716596,0.3812128158669885,0.6592697936361506
U0053,1,0.7963753290343885,0.8003377761401781,0.515362657755629,0.34471924639796514,0.2618285523098999
U0053,2,0.8822628611602793,0.8189787774121948,0.599052238681964,0.35684533590180556,0.310960124471973
U0053,3,0.8673974638896145,0.8537991642881735,0.5696685389074367,0.40040161742579866,0.3440960599324821
U0053,4,0.9090403534606368,0.8755404091759472,0.5795862113141091,0.3408515788446804,0.40601241723833276
U0053,5,0.9302931716308582,0.8685926705195418,0.6660995825758186,0.43557112463988995,0.421568599319952
U0054,1,0.6182139330235086,1.0,0.9624223296290352,0.9849261253926815,1.0
U0054,2,0.572231374506769,1.0,1.0,0.9824992608331795,1.0
U0054,3,0.6436685607024335,1.0,1.0,1.0,0.9743879039594526
U0054,4,0.6107762820137352,1.0,0.9936888952431686,0.9821567123633301,0.9615610697956943
U0054,5,0.5478681073484613,0.9415634946003651,1.0,1.0,0.9854856660537671
U0055,1,0.39005631106826083,0.259222200934273,0.024472116376178903,0.27581420465079237,0.23250767684293183
U0055,2,0.3949863485864077,0.258477398514649,0.0,0.29822036728059975,0.26472924854914753
U0055,3,0.42204633358149457,0.2698864380600224,0.03520421572455975,0.2554306467611112,0.2110950415613246
U0055,4,0.4119906385525793,0.23045929318624514,0.0,0.26759092056265277,0.2871484921430091
U0055,5,0.40063814730208186,0.2592649903779689,0.05106644833905714,0.257222595384657,0.3280504934254118
U0056,1,0.25434125085994946,0.018706465707049116,0.009859564811196271,0.2770068597674571,0.7313286541502759
U0056,2,0.21434269989882368,0.0,0.0,0.2748536354708532,0.7221986069252345
U0056,3,0.23863947421405815,0.0,0.007819884994512222,0.20798476119175172,0.7715951187261417
U0056,4,0.24339511807839734,0.0,0.0,0.25833949194228123,0.7936443193497523
U0056,5,0.15650430303557283,0.0,0.0,0.22538968526407913,0.7254844360017302
U0057,1,0.5121763811700867,0.9817405417725565,0.5029777249561926,0.432449028012009,0.17217573564057673
U0057,2,0.5042303105628971,0.9878775231028154,0.43344425562322664,0.5267459785700476,0.18307257204027835
U0057,3,0.530536539095911,0.9712632985770363,0.48518278664477366,0.4868451072990919,0.21125098691779426
U0057,4,0.5307218757743438,0.9177758084760355,0.42335083228499915,0.383464428510144,0.12545403349733078
U0057,5,0.4748987662776714,0.8698944613242522,0.36140315852018173,0.39589162342370143,0.15365915625711532
U0058,1,0.6917931141125966,0.49902809918888386,0.7120461263407938,0.9484187263700498,0.19970218187118774
U0058,2,0.7459427131310391,0.4644017874026005,0.6590361393342345,0.9556954350863739,0.21730274198579216
U0058,3,0.780854173510089,0.39269929492324607,0.6645116343966659,0.9328498891808944,0.2094222799057482
U0058,4,0.6908732835648457,0.43595924115973156,0.5918791305057063,0.8623995542063434,0.1604593303300266
